,CD119 (IFN-g R a chain),CD11b,CD14,CD16,CD163,CD20,CD204,CD206,CD273,CD274,CD279 (PD-1),CD32,CD36,CD38,CD4,CD54,CD64,CD68,CD7,CD71,CD81,CD82,CD86,CD88,CD8a,CXCR4,HLA-ABC,HLA-DR,Neuropilin-1,Slamf7
batch1_sample1_transformed,0.499784,-0.037774175,0.2410005,-0.32428437,0.045112673,0.21469255,0.037904188,0.32334444,-0.043470163,0.42028043,0.5755366,0.55022216,-0.24857768,0.5866254,-0.81197375,0.54438215,-0.122722775,0.40360484,-0.18778454,-0.7778281,-0.1581764,0.40584558,-0.57668525,0.48351893,0.13137464,-0.4012926,0.13893163,0.86079717,0.14454424,-0.011896523
batch1_sample1_transformed,0.1960096,-0.42478666,0.4648287,-0.7122133,-0.11032227,-0.18196288,-0.86511475,-0.5557205,0.026889348,-0.10856386,0.43992835,0.6403297,-0.7228945,0.6084073,-0.40927303,-0.055121023,-0.598371,0.3193048,0.8315777,-0.878881,-0.4978741,-0.26211593,-0.2788685,0.5662299,0.45169556,-0.73670715,0.047671553,0.91678894,-0.01797442,-0.37289613
batch1_sample1_transformed,-0.4163405,-0.78377384,-0.40681246,0.010150763,-0.6655288,-0.19038938,-0.7439744,-0.8783306,-0.39612642,-0.73728323,-0.10620933,-0.82200617,-0.58540666,-0.75453234,0.74031645,-0.83786875,-0.47807762,-0.6713394,0.37355763,-0.29712757,-0.4782416,-0.35362172,-0.060318306,-0.54680634,-0.04632994,-0.59649414,-0.8273119,0.37705445,-0.68968356,0.06851666
batch1_sample1_transformed,0.94459695,0.96770823,0.95456475,-0.37666973,0.91383356,0.8735364,0.967766,0.9950361,0.7321205,0.6300757,0.71272004,0.99565,0.8077765,0.9196231,0.42216122,0.98748785,0.99603003,-0.99731517,-0.36219665,0.05536434,0.9952467,-0.66026634,0.8876013,-0.8449062,0.90543526,0.5659452,0.56006503,-0.6557421,0.24368547,0.5382799
batch1_sample1_transformed,-0.3963967,-0.7951538,-0.45060068,0.24516693,-0.53027356,-0.5864555,0.109023295,-0.71981597,0.069407724,-0.2095522,-0.2325637,-0.5060852,-0.58447415,-0.3987333,-0.050040204,-0.32139167,-0.6787472,-0.54400736,-0.6164858,-0.22542374,-0.34337986,-0.11044386,-0.460669,-0.58022714,-0.043748688,-0.49859723,-0.55626523,0.60386455,-0.39653045,-0.20953989
batch1_sample1_transformed,-0.5684622,-0.53215015,-0.4000897,-0.12364611,-0.45433116,-0.5993362,0.29566035,-0.778793,0.3905278,-0.71316886,-0.42709476,-0.24861948,-0.71488005,-0.5890666,0.022213606,-0.417602,-0.46367058,-0.51693016,-0.69452876,-0.2658599,0.079332456,-0.21856546,-0.20197962,-0.4724319,-0.29740083,-0.24681987,-0.40684864,0.3295521,-0.36027378,-0.4829163
batch1_sample1_transformed,-0.6967194,-0.5189896,-0.35397688,-0.42886463,0.66193986,-0.72470576,-0.9975164,-0.3292228,-0.6460178,-0.5102676,-0.5749958,-0.8678873,-0.34593263,0.24165493,0.56383216,-0.7344031,-0.7841488,0.98398113,0.992692,0.7408528,-0.5732888,-0.5716077,0.26652077,0.18618959,-0.5930079,-0.78029305,0.118678614,-0.037764087,-0.5222114,-0.3474661
batch1_sample1_transformed,0.041218933,-0.15281415,0.2829495,-0.30707952,0.39806968,0.07189523,-0.01818498,-0.2804219,0.4428227,-0.055143733,-0.3287562,0.78303915,-0.66062754,0.4900044,-0.88002753,0.1121392,-0.7224239,0.2996401,-0.66224414,-0.83899987,-0.4018555,0.3788399,-0.29351407,0.15117489,-0.17684218,-0.39909005,0.46490836,0.9235615,0.29001778,-0.20347662
batch1_sample1_transformed,-0.87174386,-0.5612666,-0.13179637,-0.28970858,-0.53088534,-0.6389028,-0.11048564,-0.8928359,0.33042473,-0.6857005,-0.39484158,-0.7863698,-0.75116825,-0.6491495,0.10908058,-0.561751,-0.685457,-0.21687545,-0.32525557,-0.22187024,-0.20998807,-0.63068885,-0.17622164,-0.5069517,-0.5160557,-0.3443867,-0.78838676,0.01621675,-0.45042998,-0.36073455
batch1_sample1_transformed,-0.8166152,-0.80372864,-0.51354295,-0.23745817,-0.008720718,-0.68896514,-0.6165344,-0.9334067,-0.21019982,-0.65092784,-0.18060812,-0.80052584,-0.47178975,-0.5563672,0.20956983,-0.7271737,-0.8328418,-0.08537965,-0.3099941,-0.18330376,-0.7527056,-0.38654107,-0.010100785,-0.73649687,-0.47765118,-0.58061826,-0.54809344,0.3609873,-0.43685788,-0.1641997
batch1_sample1_transformed,-0.31748953,-0.4445438,-0.8345964,0.53216386,0.12715271,-0.42610982,-0.3105087,-0.41508085,0.11511462,0.20120026,-0.61511534,-0.5556243,0.5190116,0.26839784,-0.57895625,-0.77578676,-0.16679758,0.07969029,-0.042766217,0.09077602,-0.39123595,-0.2623029,0.054110233,-0.09158498,-0.36454567,-0.25298545,-0.10545498,0.3461263,-0.024609674,-0.10801992
batch1_sample1_transformed,0.95979214,0.9932288,0.96289855,-0.9580385,0.9986429,0.99945986,0.99963284,0.9999268,-0.2891508,-0.815374,0.82790834,0.9999694,-0.7413502,-0.6937068,-0.19286515,0.9999121,0.9889562,-0.26927558,-0.99883634,0.9755675,0.7072934,0.52328104,0.94884723,-0.9961188,0.3585001,0.86185646,0.9999732,0.42116222,0.55032843,0.458151
batch1_sample1_transformed,-0.27682155,-0.062766545,0.13904698,0.17878,-0.33772737,-0.38944635,-0.10613597,-0.8783155,0.5869159,-0.62142754,-0.6900301,-0.18295124,-0.438399,-0.6891912,-0.30983683,-0.8074691,-0.60818446,-0.51380247,-0.26000354,-0.5027623,0.029215163,-0.47560802,0.52864313,-0.06558038,-0.36005756,-0.08896904,-0.49411425,0.32638216,-0.28898305,0.08340915
batch1_sample1_transformed,-0.13132162,-0.6641982,-0.15704192,-0.5035086,-0.056501698,-0.20297383,-0.65154,-0.68378407,-0.018494435,-0.5571224,0.058895744,0.10388455,-0.7336335,-0.01467257,0.021436594,-0.36193612,-0.5202533,-0.12508088,0.05013655,-0.69435143,-0.3312024,0.12074137,-0.37941715,-0.25788987,0.09280058,-0.7618937,-0.008129058,0.8330449,-0.26796192,-0.5265514
batch1_sample1_transformed,-0.5301313,-0.7871761,-0.61325526,-0.16220787,-0.37551212,-0.51452637,-0.25732154,-0.74007404,-0.11552129,-0.7980359,-0.23666722,-0.4677882,-0.66711795,-0.5904233,0.35843983,-0.4446445,-0.5307685,-0.41561005,-0.4576587,-0.21047989,-0.22660543,0.11374755,-0.3810797,-0.5002378,-0.2511045,-0.4093505,-0.34865934,0.48178506,-0.5318954,-0.45736092
batch1_sample1_transformed,0.64694697,-0.17386846,0.21184425,0.16173372,-0.05877927,-0.20267865,0.6381753,-0.17450386,0.62248534,-0.36917406,-0.26584223,0.68139124,-0.32717016,-0.32356495,-0.8353545,-0.08093448,-0.28006944,-0.34960136,-0.80827105,-0.5736167,0.16409956,0.3704857,0.024186349,-0.05629872,0.10715346,-0.24539371,0.3604703,0.77275777,-0.24602744,0.13218585
batch1_sample1_transformed,0.20815931,-0.7478073,-0.59360266,-0.037633568,-0.17526859,-0.51910776,-0.49342394,-0.5355362,-0.15149635,-0.69334286,-0.010887486,0.09036805,-0.6250808,-0.10844234,0.37912765,-0.49079552,-0.22316052,-0.5919229,-0.4108087,-0.27357775,-0.1809492,0.12254413,-0.26753464,-0.64483196,0.27580783,-0.5844827,-0.2710702,0.687683,-0.54829085,-0.326492
batch1_sample1_transformed,-0.6907197,-0.81314254,-0.4086694,0.0028575186,-0.55340624,-0.34732875,-0.2358165,-0.868369,-0.05717483,-0.50419265,-0.3019365,-0.7071658,-0.69470996,-0.57892144,0.317462,-0.57029104,-0.7297958,-0.6245549,-0.44337824,-0.44403878,-0.45095658,-0.1614285,-0.42066422,-0.59966016,-0.23526244,-0.5700902,-0.6992313,0.5740535,-0.41382378,-0.2898795
batch1_sample1_transformed,-0.9282173,-0.26628238,0.8935092,-0.639984,0.7454799,-0.59986156,-0.9726132,-0.015873525,0.27308857,0.6070688,-0.8205973,-0.90406024,-0.25310645,0.57097703,-0.16124825,-0.099179946,-0.957296,0.96579236,0.87305313,-0.122543365,-0.54688144,-0.702637,-0.015360709,-0.26359752,-0.59977555,-0.49163076,-0.14925712,-0.118265584,-0.06749859,-0.021258174
batch1_sample1_transformed,0.93472344,0.39353743,0.32496774,0.72449964,0.9413453,0.58837706,-0.49919215,0.94990116,-0.5949034,0.9137192,-0.22894545,-0.9574918,0.99826664,-0.55368507,-0.24323545,-0.517204,0.3890939,0.7901204,0.2822458,0.90066886,-0.76671636,-0.7346111,0.94916236,-0.76674324,0.24668302,0.7128848,0.8318873,-0.82751054,-0.37289247,0.96332824
batch1_sample1_transformed,0.06345742,0.012811635,0.97262365,-0.9999211,0.8435613,0.96982753,-0.9990679,0.98177636,-0.9962626,-0.6876003,0.99984753,0.16822043,0.579697,0.8935822,0.93528765,0.99390113,0.9648693,0.99805295,0.99999416,-0.7968625,-0.608476,0.977202,-0.8816162,0.985041,0.54228026,-0.9849114,0.93934965,-0.65445,0.081935905,0.12823698
batch1_sample1_transformed,0.123707764,-0.093177535,0.3523414,0.12763153,0.5758728,-0.15260065,0.50414085,0.37080583,0.4149481,0.08237083,-0.6995912,0.5733146,-0.30356604,-0.1370135,-0.67630273,0.2931659,-0.69432175,-0.025597295,-0.88069457,-0.2818064,-0.1851,0.04450696,0.09156287,-0.6483254,-0.22074854,0.19744352,0.6875478,0.684769,-0.01898576,0.18234897
batch1_sample1_transformed,-0.8008879,-0.57232803,-0.35126582,0.22728926,-0.5982058,-0.4426381,0.06359626,-0.73031205,0.46095404,-0.3672017,-0.7508655,-0.6770087,-0.63600916,-0.34493774,-0.123209625,-0.6242594,-0.60319465,-0.47759187,-0.31771943,-0.3969257,-0.009816053,-0.46489224,-0.4435089,-0.21249378,-0.4157379,-0.15450402,-0.723051,0.17710918,-0.26375172,-0.43933725
batch1_sample1_transformed,-0.33645955,-0.483766,-0.636517,0.3275164,-0.51070666,-0.53740776,0.30864394,-0.55248684,0.3780179,-0.39301848,-0.5864526,-0.4444941,-0.24417967,-0.39674833,-0.29119873,-0.66481316,-0.10066619,-0.56273127,-0.3534646,-0.21033576,0.03510787,-0.47334474,-0.20314375,-0.26029363,-0.20697173,-0.13224377,-0.453076,0.20273079,-0.34369034,-0.2480782
batch1_sample1_transformed,-0.72358674,-0.69958484,-0.45816085,0.010091052,-0.50731415,-0.34448516,0.021695765,-0.85494673,0.07173743,-0.53079903,-0.41642323,-0.6660616,-0.62439215,-0.62776154,0.24219921,-0.604315,-0.61478704,-0.6473055,-0.51766044,-0.3590938,-0.33546963,-0.2997393,-0.26964355,-0.5999233,-0.35435408,-0.43523604,-0.64094144,0.39769834,-0.3368686,-0.28282845
batch1_sample1_transformed,0.3732831,-0.27234772,-0.15971592,0.17540161,-0.2343152,-0.46839142,0.76700073,0.04353288,0.4534671,0.029240567,0.06763453,0.5352719,-0.5643674,-0.0083526205,-0.79591537,0.46556476,-0.083917715,-0.46598095,-0.7608549,-0.2794774,0.31565294,-0.2352373,-0.35293862,-0.40376142,0.06488883,-0.41425297,-0.11027871,0.7640012,-0.22147039,-0.05111175
batch1_sample1_transformed,0.5974449,0.8728959,-0.66049254,-0.37188944,0.68485934,0.9572683,0.85756236,0.73017126,-0.5139077,-0.2775723,0.6190964,0.9931887,-0.44318983,0.076932944,-0.7189578,0.8385341,0.7815908,0.7307281,-0.79119307,0.79186547,-0.313281,0.9078563,0.5808065,0.37148413,-0.43029243,-0.06720656,0.9824445,0.77589196,0.8023881,-0.043922193
batch1_sample1_transformed,-0.6237773,-0.8278823,-0.4740431,0.057512317,-0.4797853,-0.5272867,-0.21252128,-0.85010564,0.011577851,-0.4327536,-0.29741865,-0.57979554,-0.6736369,-0.41075408,0.13155742,-0.48088354,-0.7755863,-0.51789117,-0.5498253,-0.40897483,-0.47550887,-0.067210846,-0.45133483,-0.5424715,-0.16027309,-0.52498204,-0.5917114,0.62880015,-0.34716564,-0.37453505
batch1_sample1_transformed,0.9984377,0.44217947,-0.5119159,-0.3861267,-0.7910693,0.41263434,0.36268565,0.95338947,-0.7338531,-0.47464153,0.9843044,0.9860648,0.88152456,0.46880093,0.81447977,0.88698786,0.9961583,-0.9036786,0.9266399,0.61614454,0.74002665,0.65465397,0.6808242,0.95079917,0.98440623,0.6793427,0.49168533,-0.7693089,0.102556564,0.6306207
batch1_sample1_transformed,-0.49521837,0.732368,0.0602431,0.21887296,-0.02482714,-0.15732846,-0.5040322,0.61575097,-0.1131284,0.38124263,-0.5768863,0.7446391,-0.15053087,0.9032649,0.8688925,0.48521698,0.51121956,0.04446536,0.9205686,0.7881657,0.7041091,0.25363263,-0.19241405,0.8141328,0.27983284,0.64475954,-0.050844807,-0.99028784,0.8448273,-0.66359943
batch1_sample1_transformed,-0.7687916,-0.67659515,-0.49190038,0.1564406,-0.5221823,-0.30371386,-0.01864715,-0.82149404,0.14761323,-0.3527739,-0.5816304,-0.70870155,-0.5501377,-0.4911737,0.109036036,-0.64256,-0.6218375,-0.61585516,-0.38135907,-0.39371204,-0.29885957,-0.35615906,-0.33921802,-0.46240768,-0.39956084,-0.37104365,-0.67593414,0.35997686,-0.23851979,-0.30781108
batch1_sample1_transformed,-0.46526968,-0.55034703,0.078817375,0.71374774,-0.6789707,-0.5654828,0.23354812,-0.15181239,-0.1708038,0.4917307,-0.66992044,-0.7851498,-0.15157425,-0.65637136,-0.025528308,-0.564605,-0.81018627,0.14193384,-0.569624,0.09600527,-0.55232793,0.32994524,-0.65766066,-0.4218009,-0.38865158,0.17336522,-0.41199982,-0.06707164,-0.49483138,0.52692133
batch1_sample1_transformed,-0.6745659,-0.81238925,-0.48764253,0.18357544,-0.4811776,-0.45501593,-0.17474608,-0.83363765,0.019138888,-0.43457457,-0.48993042,-0.62005925,-0.6152173,-0.4753915,0.17241333,-0.58005416,-0.78334224,-0.5493397,-0.57339084,-0.42438188,-0.45947745,0.033400144,-0.46269792,-0.5065878,-0.2624817,-0.3956383,-0.5559695,0.55888623,-0.34152886,-0.34568563
batch1_sample1_transformed,-0.78336346,-0.8425951,-0.42381635,-0.09509679,-0.5220698,-0.5555397,-0.42154315,-0.9218475,-0.1284866,-0.5946071,-0.24467805,-0.7518439,-0.7381818,-0.59592044,0.34095877,-0.6260518,-0.8326645,-0.4674656,-0.41993895,-0.3776752,-0.63271666,-0.2435279,-0.36324513,-0.6421352,-0.3094253,-0.5721397,-0.7316614,0.53643703,-0.44644275,-0.26623043
batch1_sample1_transformed,0.05240394,-0.5805843,-0.5283699,0.5078116,0.08032565,-0.33320028,-0.40220147,-0.6652592,0.08010013,-0.026405793,-0.42159575,-0.8510585,0.68095434,-0.41609523,-0.21739718,-0.84994096,-0.2039267,-0.5827196,0.13918047,-0.20377992,-0.3127212,-0.6232844,0.40158466,-0.50008345,-0.1026596,-0.36191246,-0.5410803,0.11916401,-0.4409546,0.32041353
batch1_sample1_transformed,-0.90577346,-0.5114464,-0.37113246,-0.056193322,-0.09393196,-0.4863875,-0.39523098,-0.9377749,-0.03626302,0.0150454305,-0.43590757,-0.841229,-0.14017384,-0.28702393,0.095351666,-0.7743581,-0.79161936,-0.3318588,-0.26985347,-0.39842257,-0.7123882,-0.5697578,0.07577248,-0.60008764,-0.60236615,-0.37222743,-0.73412675,-0.02205411,0.11545549,-0.012514184
batch1_sample1_transformed,-0.88480294,-0.46342072,0.20455725,-0.23139565,0.479525,-0.72575,-0.72476405,-0.90124345,0.19851218,0.09928169,-0.4292076,-0.8039426,-0.1722221,0.11111747,-0.21047759,-0.68052775,-0.8959933,0.44319165,-0.22074139,-0.3494095,-0.66064686,-0.43756783,0.082342066,-0.65928906,-0.5812602,-0.5582078,-0.5248038,0.059971396,-0.031596966,-0.10978506
batch1_sample1_transformed,0.7992285,0.0697396,0.31667396,0.116168804,0.38242537,0.13447209,0.895118,0.7483909,0.31350783,-0.2732093,0.15530686,0.92700404,-0.70978326,-0.07954577,-0.7069008,0.78057635,0.01089865,-0.3285111,-0.97154325,-0.064521156,0.1449057,0.3956159,-0.2867606,-0.7497929,0.37782103,0.13930438,0.7407992,0.7648199,-0.22937132,0.02901979
batch1_sample1_transformed,0.072556436,-0.8578354,-0.6695331,0.077368766,-0.64833677,-0.3197366,-0.5088361,-0.6853121,-0.33413455,-0.5060811,0.15593538,-0.3517772,-0.70234483,-0.21452318,0.35867244,-0.53014207,-0.40619826,-0.5664056,-0.014061759,-0.41338217,-0.5407082,-0.12881751,-0.57362735,-0.35744703,0.39707184,-0.6189419,-0.5676008,0.7448246,-0.4907425,-0.41085517
batch1_sample1_transformed,-0.9347581,-0.22499914,-0.13441668,-0.21905541,0.29765698,-0.6623102,-0.63823056,-0.9228374,0.1354952,-0.015112916,-0.5544105,-0.82758474,-0.008286287,0.028897932,0.12572612,-0.78482836,-0.7800096,0.0045818198,-0.14890951,-0.25525445,-0.58224213,-0.5999618,0.33421168,-0.62608653,-0.6897735,-0.298474,-0.7308807,-0.36915585,0.15374888,0.019498803
batch1_sample1_transformed,-0.7919629,0.08461139,-0.3648284,-0.3423635,-0.14499171,-0.65517193,0.087660365,-0.76863647,0.23392883,-0.48742706,-0.18608454,-0.4656239,-0.33839223,0.019709298,-0.14306282,-0.40653098,-0.29523376,0.15524665,-0.26896685,-0.21607223,-0.30303806,-0.66835815,-0.097216085,0.0456365,-0.43484378,0.39043382,-0.5903348,-0.7202206,0.27287543,-0.47975126
batch1_sample1_transformed,0.11609696,-0.3001975,-0.79585576,0.8025195,-0.8615879,0.4912557,-0.19768682,0.3763664,-0.76787245,0.10577364,-0.6290834,-0.21810672,0.19530505,-0.8107272,0.88791126,-0.3560884,-0.039025147,0.050830547,0.84963095,0.9261796,-0.414112,0.38965842,0.05291343,0.7541966,0.095002845,0.70916057,0.5454606,-0.65481395,-0.017915983,0.027188588
batch1_sample1_transformed,-0.825086,-0.6223729,-0.33944997,0.1687414,-0.6883857,-0.4533478,-0.18962477,-0.8352916,0.277977,-0.48967987,-0.677911,-0.8058588,-0.6267144,-0.59439254,0.13926624,-0.7467072,-0.65716994,-0.4055828,-0.020975282,-0.28568813,-0.26531836,-0.5607651,-0.31522048,-0.23046587,-0.43033934,-0.19433133,-0.7822149,0.056842633,-0.40145344,-0.29731876
batch1_sample1_transformed,-0.3474962,-0.60965383,-0.25569957,-0.5096643,0.07036012,-0.383902,-0.81658506,-0.832404,-0.120407276,-0.45647284,0.09842166,-0.27703258,-0.5849979,0.10334471,0.042807803,-0.6398956,-0.5892114,0.08672029,0.36423197,-0.6629912,-0.5980129,-0.3251841,-0.15059587,-0.2779847,-0.0036943236,-0.7433017,-0.26266035,0.7093339,-0.16997807,-0.44013837
batch1_sample1_transformed,-0.73742896,-0.51658833,-0.43716687,0.3912728,-0.4152684,-0.20955089,-0.025943894,-0.32864347,4.6938654e-05,0.40185723,-0.6170925,-0.6886319,-0.023814524,0.40949064,-0.06407526,-0.4430643,-0.462889,-0.42115447,0.0194786,-0.36796317,-0.46089998,-0.372687,-0.6202231,-0.0007358881,-0.16314137,0.18425862,-0.7085916,-0.4599388,0.28291538,-0.17567086
batch1_sample1_transformed,0.99945176,0.83116484,0.8658268,0.04774297,-0.39730534,0.35778457,0.9980384,0.9993661,-0.40571746,0.13792656,0.99596375,0.24506797,0.98228294,-0.9630277,-0.38776246,0.99021155,0.9994158,-0.7657015,-0.3460925,0.9137666,0.9864334,0.10460039,0.26690754,-0.62204945,0.87789583,0.38130245,0.6242593,-0.91745967,-0.96164703,0.9805456
batch1_sample1_transformed,0.41073665,0.90068096,-0.26038787,0.67384356,-0.6606444,0.45064747,-0.5627375,-0.86843646,0.17477396,-0.16864794,-0.5152429,0.41750064,0.1994999,-0.5703166,0.35626182,-0.9270759,0.5323027,-0.26678315,0.9183368,0.37589455,0.59442705,-0.17787412,0.8929382,0.9220062,-0.35800537,0.16254301,-0.48023167,-0.59063995,0.44519332,0.21366182
batch1_sample1_transformed,-0.4944233,-0.27967227,0.33216462,-0.080820225,-0.038434632,-0.17362744,-0.21349329,-0.83899444,0.53710955,-0.55927634,-0.6789941,-0.23649734,-0.5511778,-0.56694466,-0.15319604,-0.64463574,-0.6920281,-0.65546507,-0.42601335,-0.65181476,0.09152517,-0.3499128,0.3925853,-0.4651936,-0.39230072,-0.38487527,-0.49560884,0.582641,-0.2750227,0.020330608
batch1_sample1_transformed,0.99992335,0.76655066,0.74554956,-0.3104941,-0.9276768,0.9437019,0.99936026,0.9999865,-0.9950529,0.8685405,0.99999964,-0.32918835,0.9984929,-0.70729256,-0.4356019,0.99991876,0.99999535,-0.4740015,0.95425,0.83409715,0.98759043,0.9428413,-0.9824828,0.8519015,0.96783954,-0.085336484,-0.41115588,-0.96432674,-0.9773779,0.9942351
batch1_sample1_transformed,0.6002698,0.9957312,-0.7854182,-0.18537034,-0.42624897,0.9901805,0.34841913,0.9136384,-0.91802645,-0.35268947,-0.0034048776,0.9979441,-0.3711216,-0.92033285,0.6002045,0.81333435,0.9481258,0.99715537,0.9854276,0.9997267,0.13330118,0.99018514,0.9725222,0.9946735,-0.87529206,0.20157671,0.9990224,-0.7783704,0.94837445,0.6004964
batch1_sample1_transformed,-0.8985108,-0.20530076,-0.15093784,0.076883025,-0.35944638,-0.729051,-0.11799262,-0.7980451,0.6405967,-0.21190464,-0.76312923,-0.73469573,-0.42517588,0.10755884,-0.47939715,-0.6520832,-0.70938605,0.18857673,-0.20548105,-0.41334307,-0.10429779,-0.68592244,-0.2847503,0.18707052,-0.56667936,0.2856007,-0.7648627,-0.4091283,0.03825594,-0.51712954
batch1_sample1_transformed,0.55011857,0.0825741,0.06092479,0.6104363,0.45012674,-0.07248393,-0.17352065,-0.36292025,0.22405301,0.67631376,-0.16809268,-0.8561451,0.93909496,0.037324164,-0.39055088,-0.8037617,0.27002656,-0.62418705,-0.005890088,-0.16965845,-0.13744938,-0.6574592,0.6949354,-0.51630336,0.16632718,-0.15305297,-0.66435385,-0.6063269,-0.025238965,0.7261217
batch1_sample1_transformed,-0.8724714,-0.63221824,0.9230617,-0.9984728,0.8980208,-0.111567944,-1.0,0.978847,-0.99649507,-0.959943,0.52069765,-0.8308232,-0.9530835,0.80218565,0.99684465,0.7656069,-0.67628264,0.99999624,1.0,0.97501004,-0.55189675,0.43535566,-0.5034136,0.9766152,-0.5270846,-0.9949091,0.87881815,-0.77341956,-0.8466002,-0.37271547
batch1_sample1_transformed,-0.80866975,-0.78880644,-0.31233338,0.58786994,-0.5942759,-0.7590806,-0.5497236,-0.7314694,0.06127043,0.021294057,-0.85244054,-0.76945615,-0.48580068,-0.2662754,-0.08285826,-0.77520066,-0.94187796,0.23229472,-0.23604429,-0.2685106,-0.72194535,-0.0004184376,-0.5970394,-0.06581999,-0.4376159,0.18886685,-0.57514995,0.23390047,-0.34612316,-0.051459752
batch1_sample1_transformed,0.6468751,-0.095830455,-0.5552875,-0.12719612,0.6104916,-0.27975872,-0.3481188,0.41915107,-0.36358947,-0.87903285,-0.5363282,0.9462533,-0.7465396,-0.47522217,-0.27968755,0.014752276,-0.50737506,0.697977,-0.78410566,0.5715238,-0.49750355,0.798104,0.48765966,-0.47656116,-0.35938036,0.040252723,0.9338467,0.8660613,-0.35217497,0.3157563
batch1_sample1_transformed,0.8725528,0.011306625,-0.07382446,0.44639722,-0.24611296,-0.6000061,0.8220218,0.45187318,0.23846783,0.07337251,0.58051366,-0.5556702,0.60677826,-0.738345,-0.6752912,-0.065462805,0.7603049,-0.37353384,-0.5357652,0.48224726,0.514742,-0.58439237,0.19488987,-0.72335124,0.24014698,-0.45127514,-0.29221398,-0.12433407,-0.7670426,0.68552405
batch1_sample1_transformed,-0.24417704,-0.6456964,-0.7782363,0.50329804,-0.5735584,-0.61676013,-0.1426879,-0.5617995,-0.055463266,-0.47791713,-0.6656667,-0.2293042,-0.4551823,-0.4426288,0.053815935,-0.70780337,-0.5084888,-0.25311878,-0.26002693,0.05420848,-0.35933325,0.01875098,-0.3412586,-0.07591527,-0.20806006,0.012153965,-0.15208377,0.33683625,-0.33223408,-0.26458564
batch1_sample1_transformed,-0.017418893,0.14272358,-0.41657788,-0.055542555,0.48208985,-0.24210599,-0.33785117,-0.4139838,0.05343722,0.57224035,0.12206731,-0.09044576,0.37744758,0.7575252,-0.28183943,-0.42360592,0.19320148,-0.28256378,-0.12971464,-0.29016626,-0.3846165,-0.67989075,0.29941353,-0.4700053,0.17071462,-0.3451805,-0.40473202,-0.0071154516,0.49133623,-0.07532317
batch1_sample1_transformed,-0.47198546,-0.7398606,-0.5106317,0.03850107,-0.6044011,-0.24714732,-0.044416327,-0.7712232,-0.002461089,-0.5412675,-0.31467685,-0.47955176,-0.68029493,-0.5246191,0.36145,-0.5329983,-0.45798272,-0.7365954,-0.4344212,-0.42790958,-0.22339852,-0.14098208,-0.40301108,-0.50911343,-0.067984976,-0.47822914,-0.61053723,0.53358287,-0.36311203,-0.35428032
batch1_sample1_transformed,-0.79119354,-0.59767634,-0.3795449,0.17770731,-0.6189161,-0.45290253,0.0021500494,-0.6557345,0.38965124,-0.4929539,-0.73494375,-0.67048156,-0.67248213,-0.37369505,0.04782748,-0.554732,-0.556523,-0.4404399,-0.25379837,-0.31880385,0.07707077,-0.39231747,-0.5027911,-0.16715579,-0.39343613,-0.07770182,-0.70649445,0.085509084,-0.33558264,-0.49301076
batch1_sample1_transformed,-0.45581752,-0.5957878,-0.41532052,-0.458998,0.57717127,-0.66477627,-0.7902756,-0.8491334,-0.29814458,-0.021649944,0.35723445,-0.8310125,0.32373342,-0.14583603,-0.17292373,-0.6523484,-0.5767957,0.40412122,0.399206,0.110964976,-0.8253492,-0.8531636,0.5781503,-0.7962026,-0.20369598,-0.77307105,-0.28567308,0.32334968,-0.24236271,0.1916055
batch1_sample1_transformed,0.99998623,0.99553627,0.99868035,-0.99983317,0.99231416,1.0,0.998504,1.0,-0.9999571,0.99007463,1.0,0.95296955,0.9999998,0.9682556,-0.44694108,1.0,1.0,0.9755765,0.9999575,0.5661267,0.9797327,0.9999589,-0.93402106,0.9998414,0.99655676,0.7772647,0.9999569,-0.9333905,-0.16710828,0.99283326
batch1_sample1_transformed,-0.61821926,0.14272949,-0.35795745,-0.4958328,0.874575,-0.20376702,-0.23531349,-0.5040814,-0.3359962,0.40082258,0.3743915,-0.48049918,0.5655803,0.63691545,-0.006049015,-0.11996737,-0.10502602,0.27510703,-0.6117129,0.3412978,-0.8119565,-0.6756824,0.5342015,-0.874166,-0.20089427,-0.21303774,-0.01868375,-0.71771616,0.65142864,0.06448389
batch1_sample1_transformed,-0.6726278,0.9515358,0.9842109,-0.9967953,0.99048954,0.7848579,-0.98263025,0.99679226,-0.479679,0.7491912,0.45256692,0.9903505,-0.7360117,0.9998513,-0.1321342,0.99354076,0.72740304,0.96228904,0.9798865,-0.8792845,0.42317134,0.74631566,-0.71320766,0.50622,-0.03224793,-0.7535325,0.43726897,-0.7142408,0.9760459,0.27129954
batch1_sample1_transformed,-0.35105252,0.15996082,0.15782385,-0.23432487,0.48975697,-0.1264826,0.67227685,-0.42417663,0.7688392,-0.61331546,-0.7735013,0.7396572,-0.62290365,-0.4258725,-0.84852475,-0.01089308,-0.5016998,-0.33279294,-0.8338984,-0.4812683,0.36620277,-0.112628594,0.4482364,-0.44090718,-0.6149323,-0.2852484,0.57618237,0.7980713,0.034990333,-0.13228294
